Unnamed: 0,neighbourhood_group_cleansed,property_type,room_type,bedrooms,price,minimum_nights_avg_ntm,instant_bookable,property_type_group,review_score,review_score_porcent,occupancy_rate,bedroom_occupancy_percent,min_nights_percent_year
243,Centro,Entire rental unit,Entire home/apt,2.0,140.0,3.0,False,House,4,0.63,0.95,0.64,0.01
244,Centro,Entire rental unit,Entire home/apt,2.0,149.0,16.3,True,House,4,0.64,0.46,0.95,0.04
245,Centro,Entire rental unit,Entire home/apt,1.0,210.0,4.1,True,Floor,5,0.92,0.72,0.9,0.01
246,ChamartÃ­n,Entire rental unit,Entire home/apt,1.0,76.0,2.0,False,House,4,0.69,0.51,0.61,0.01
247,Retiro,Casa particular,Entire home/apt,2.0,600.0,2.1,False,House,4,0.62,0.59,0.81,0.01
248,Ciudad Lineal,Private room in rental unit,Private room,1.0,51.0,2.0,False,Room,3,0.46,0.48,0.76,0.01
249,Centro,Entire loft,Entire home/apt,0.0,93.0,2.1,False,Floor,4,0.68,0.86,0.47,0.01
250,Moncloa - Aravaca,Entire rental unit,Entire home/apt,1.0,70.0,19.2,True,Floor,5,0.91,0.79,0.65,0.05
251,Centro,Entire guesthouse,Entire home/apt,2.0,229.0,3.0,False,House,5,0.95,0.53,0.9,0.01
252,Salamanca,Entire rental unit,Entire home/apt,0.0,114.0,1.3,True,House,4,0.7,0.86,0.91,0.0
253,Centro,Entire rental unit,Entire home/apt,1.0,210.0,4.1,True,House,3,0.57,0.85,0.88,0.01
254,Arganzuela,Private room in rental unit,Private room,1.0,78.0,2.0,False,Room,2,0.31,0.67,0.82,0.01
255,Centro,Private room in rental unit,Private room,1.0,35.0,3.0,False,Room,4,0.68,0.49,0.87,0.01
256,Centro,Entire rental unit,Entire home/apt,1.0,120.0,14.0,False,House,5,0.96,0.6,0.99,0.04
257,Centro,Entire rental unit,Entire home/apt,1.0,104.0,2.1,True,Floor,3,0.45,0.92,0.85,0.01
258,Moncloa - Aravaca,Private room in rental unit,Private room,1.0,34.0,7.0,False,Room,1,0.18,0.37,0.9,0.02
259,Centro,Entire rental unit,Entire home/apt,1.0,120.0,2.0,True,Floor,4,0.74,0.89,0.92,0.01
260,Centro,Entire rental unit,Entire home/apt,2.0,180.0,3.0,True,House,2,0.39,0.53,0.91,0.01
261,Centro,Entire rental unit,Entire home/apt,1.0,124.0,3.9,False,Floor,5,0.85,0.56,0.77,0.01
262,Arganzuela,Private room in rental unit,Private room,1.0,69.0,1.0,False,Room,3,0.45,0.39,0.92,0.0
263,Centro,Entire rental unit,Entire home/apt,2.0,125.0,2.0,False,Floor,3,0.5,0.31,0.42,0.01
264,Centro,Entire rental unit,Entire home/apt,1.0,120.0,4.0,True,Floor,5,0.84,0.43,0.85,0.01
265,Centro,Private room in rental unit,Private room,1.0,80.0,3.0,False,Room,2,0.22,0.33,0.32,0.01
266,Centro,Entire condo,Entire home/apt,1.0,104.0,3.0,False,House,3,0.48,0.81,0.83,0.01
267,Carabanchel,Private room in rental unit,Private room,1.0,102.0,4.7,False,Room,2,0.35,0.32,0.83,0.01
268,Centro,Entire condo,Entire home/apt,1.0,75.0,3.0,True,House,2,0.38,0.48,0.97,0.01
269,Centro,Private room in rental unit,Private room,1.0,78.0,2.0,False,Room,1,0.05,0.55,0.88,0.01
270,TetuÃ¡n,Private room in rental unit,Private room,1.0,42.0,1.0,False,Room,1,0.19,0.37,0.88,0.0
271,Centro,Entire rental unit,Entire home/apt,3.0,166.0,3.9,True,House,2,0.23,0.87,0.97,0.01
272,Centro,Private room in rental unit,Private room,1.0,49.0,2.4,True,Room,1,0.02,0.55,0.99,0.01
273,ChamberÃ­,Private room in rental unit,Private room,1.0,90.0,1.0,False,Room,3,0.54,0.44,0.85,0.0
274,Centro,Entire rental unit,Entire home/apt,2.0,97.0,3.0,True,House,4,0.62,0.4,0.86,0.01
275,Salamanca,Entire rental unit,Entire home/apt,1.0,80.0,3.0,False,Floor,4,0.79,0.62,0.95,0.01
276,Ciudad Lineal,Private room in rental unit,Private room,1.0,28.0,3.0,True,Room,3,0.46,0.5,0.83,0.01
277,ChamberÃ­,Private room in rental unit,Private room,1.0,50.0,2.0,False,Room,3,0.43,0.55,0.82,0.01
278,Centro,Private room in home,Private room,1.0,53.0,24.7,False,Room,5,0.96,0.46,0.88,0.07
279,Arganzuela,Private room in rental unit,Private room,1.0,72.0,1.0,False,Room,5,0.89,0.44,0.69,0.0
280,Arganzuela,Private room in rental unit,Private room,1.0,72.0,1.0,False,Room,1,0.18,0.34,0.97,0.0
281,Villaverde,Private room in condo,Private room,1.0,86.0,1.0,True,Room,2,0.3,0.49,0.91,0.0
282,Centro,Entire rental unit,Entire home/apt,2.0,144.0,4.9,False,Floor,4,0.61,0.86,0.42,0.01
283,Centro,Entire rental unit,Entire home/apt,1.0,103.0,3.0,True,House,3,0.44,0.81,0.71,0.01
284,Centro,Entire rental unit,Entire home/apt,1.0,120.0,12.0,False,House,4,0.63,0.59,0.96,0.03
285,ChamberÃ­,Entire rental unit,Entire home/apt,1.0,88.0,2.3,False,House,4,0.64,0.39,0.84,0.01
286,Latina,Private room in rental unit,Private room,2.0,40.0,1.0,False,Room,1,0.06,0.51,0.85,0.0
287,Centro,Private room in loft,Private room,1.0,47.0,2.0,True,Room,3,0.42,0.58,0.85,0.01
288,Centro,Entire rental unit,Entire home/apt,1.0,140.0,2.0,False,House,4,0.78,0.81,0.91,0.01
289,Centro,Private room in home,Private room,1.0,44.0,24.0,False,Room,1,0.14,0.39,0.94,0.07
290,ChamartÃ­n,Entire condo,Entire home/apt,1.0,60.0,2.0,True,House,5,0.89,0.4,0.99,0.01
291,Centro,Entire rental unit,Entire home/apt,1.0,120.0,2.0,True,Floor,2,0.38,0.41,0.78,0.01
292,Ciudad Lineal,Private room in condo,Private room,1.0,29.0,3.0,True,Room,5,0.93,0.36,0.86,0.01
293,Centro,Private room in rental unit,Private room,1.0,40.0,1.0,False,Room,1,0.14,0.34,0.5,0.0
294,Retiro,Entire loft,Entire home/apt,0.0,96.0,8.9,False,Floor,5,0.95,0.54,0.55,0.02
295,Fuencarral - El Pardo,Private room in townhouse,Private room,1.0,78.0,7.0,False,Room,5,0.89,0.53,0.86,0.02
296,Centro,Entire loft,Entire home/apt,0.0,73.0,3.0,False,Floor,5,0.87,0.55,0.97,0.01
297,San Blas - Canillejas,Private room in chalet,Private room,1.0,35.0,1.0,False,Room,5,0.98,0.55,0.86,0.0
298,Centro,Entire rental unit,Entire home/apt,1.0,76.0,3.0,False,Floor,5,0.88,0.87,0.56,0.01
299,Centro,Entire rental unit,Entire home/apt,0.0,69.0,3.0,False,Floor,5,0.89,0.31,0.39,0.01
300,Centro,Entire rental unit,Entire home/apt,1.0,76.0,2.1,True,Floor,5,0.86,0.34,0.98,0.01
301,Arganzuela,Private room in rental unit,Private room,1.0,28.0,2.0,False,Room,1,0.12,0.54,0.93,0.01
302,Centro,Entire rental unit,Entire home/apt,1.0,90.0,20.5,False,Floor,4,0.71,0.48,0.81,0.06
303,Centro,Entire rental unit,Entire home/apt,2.0,141.0,2.0,True,House,4,0.69,0.66,0.85,0.01
304,ChamberÃ­,Entire rental unit,Entire home/apt,1.0,170.0,3.4,False,Floor,5,0.88,0.69,0.81,0.01
305,Salamanca,Entire rental unit,Entire home/apt,4.0,279.0,1.9,False,House,4,0.71,0.31,0.95,0.01
306,Centro,Private room in rental unit,Private room,1.0,61.0,3.0,False,Room,3,0.48,0.5,0.85,0.01
307,Centro,Entire rental unit,Entire home/apt,2.0,276.0,7.0,False,Floor,5,0.96,0.47,0.89,0.02
308,Moncloa - Aravaca,Private room in home,Private room,1.0,41.0,14.0,False,Room,2,0.24,0.74,0.95,0.04
309,Salamanca,Entire rental unit,Entire home/apt,3.0,133.0,4.0,False,House,2,0.35,0.36,0.95,0.01
310,Carabanchel,Private room in rental unit,Private room,1.0,49.0,3.0,False,Room,3,0.45,0.47,0.97,0.01
311,Retiro,Entire rental unit,Entire home/apt,2.0,102.0,2.0,False,House,4,0.79,0.85,0.99,0.01
312,Centro,Entire rental unit,Entire home/apt,3.0,156.0,4.6,False,Floor,4,0.68,0.3,0.85,0.01
313,Centro,Entire rental unit,Entire home/apt,2.0,125.0,4.7,False,Floor,4,0.67,0.82,0.83,0.01
314,ChamartÃ­n,Entire rental unit,Entire home/apt,2.0,96.0,4.0,False,Floor,4,0.78,0.41,0.88,0.01
315,Salamanca,Entire rental unit,Entire home/apt,1.0,128.0,10.0,False,House,3,0.42,0.4,0.83,0.03
316,Centro,Entire rental unit,Entire home/apt,1.0,175.0,4.0,False,House,3,0.6,0.38,0.72,0.01
317,Retiro,Entire rental unit,Entire home/apt,1.0,112.0,6.2,True,Floor,5,0.99,0.3,0.97,0.02
318,Centro,Entire rental unit,Entire home/apt,0.0,86.0,2.1,False,Floor,4,0.74,0.62,0.88,0.01
319,Centro,Private room in rental unit,Private room,1.0,53.0,1.0,True,Room,5,0.92,0.56,0.96,0.0
320,ChamberÃ­,Private room in condo,Private room,1.0,45.0,27.9,False,Room,5,0.91,0.54,0.86,0.08
321,Centro,Entire rental unit,Entire home/apt,1.0,80.0,2.0,True,House,4,0.63,0.76,0.61,0.01
322,Centro,Entire rental unit,Entire home/apt,0.0,70.0,57.8,False,Floor,4,0.63,0.82,0.81,0.16
323,Centro,Entire rental unit,Entire home/apt,2.0,143.0,4.3,False,Floor,4,0.74,0.82,0.8,0.01
324,Ciudad Lineal,Private room in rental unit,Private room,1.0,32.0,3.7,False,Room,5,0.99,0.42,0.99,0.01
325,Latina,Private room in rental unit,Private room,1.0,58.0,1.0,True,Room,4,0.71,0.44,0.88,0.0
326,Latina,Private room in rental unit,Private room,2.0,58.0,1.0,True,Room,5,0.81,0.42,0.94,0.0
327,Latina,Private room in rental unit,Private room,1.0,58.0,1.0,True,Room,3,0.57,0.9,0.91,0.0
328,ChamartÃ­n,Entire rental unit,Entire home/apt,1.0,60.0,2.0,True,Floor,5,0.97,0.93,0.37,0.01
329,Centro,Entire rental unit,Entire home/apt,2.0,91.0,67.5,False,Floor,4,0.67,0.87,0.9,0.18
330,Retiro,Private room in home,Private room,1.0,40.0,2.0,False,Room,4,0.74,0.53,0.96,0.01
331,Centro,Private room in home,Private room,1.0,57.0,2.0,False,Room,2,0.24,0.52,0.84,0.01
332,Centro,Entire loft,Entire home/apt,0.0,77.0,2.1,True,Floor,5,0.84,0.38,0.83,0.01
333,Centro,Entire rental unit,Entire home/apt,1.0,40.0,59.7,False,Floor,5,0.95,0.71,0.77,0.16
334,Centro,Entire rental unit,Entire home/apt,1.0,85.0,2.0,False,Floor,3,0.51,0.52,0.34,0.01
335,San Blas - Canillejas,Private room in rental unit,Private room,1.0,42.0,2.0,False,Room,4,0.72,0.51,0.89,0.01
336,Centro,Entire condo,Entire home/apt,1.0,89.0,4.0,False,House,1,0.11,0.36,0.57,0.01
337,Salamanca,Entire rental unit,Entire home/apt,1.0,83.0,10.0,False,House,5,0.99,0.67,0.89,0.03
338,ChamberÃ­,Entire rental unit,Entire home/apt,1.0,86.0,10.0,False,Floor,2,0.36,0.45,0.84,0.03
339,Moncloa - Aravaca,Entire rental unit,Entire home/apt,2.0,111.0,4.0,True,Floor,5,0.98,0.62,0.93,0.01
340,Centro,Entire rental unit,Entire home/apt,2.0,88.0,3.0,False,Floor,3,0.47,0.76,0.98,0.01
341,Centro,Entire rental unit,Entire home/apt,0.0,66.0,3.0,False,Floor,5,1.0,0.62,0.86,0.01
342,Centro,Entire rental unit,Entire home/apt,0.0,69.0,3.0,False,House,5,0.97,0.39,0.81,0.01
343,Centro,Entire rental unit,Entire home/apt,0.0,68.0,3.0,False,House,4,0.63,0.38,0.93,0.01
344,Centro,Entire loft,Entire home/apt,0.0,69.0,3.0,False,Floor,5,0.83,0.48,0.64,0.01
345,Centro,Entire rental unit,Entire home/apt,0.0,64.0,3.0,False,Floor,5,0.85,0.77,0.5,0.01
346,Moratalaz,Private room in rental unit,Private room,1.0,31.0,2.0,False,Room,5,0.87,0.43,0.88,0.01
347,Centro,Entire condo,Entire home/apt,0.0,99.0,23.5,False,House,3,0.45,0.56,0.9,0.06
348,Centro,Private room in rental unit,Private room,3.0,117.0,2.9,False,Room,3,0.42,0.36,0.87,0.01
349,Centro,Entire rental unit,Entire home/apt,2.0,169.0,2.9,True,House,1,0.09,0.92,0.95,0.01
350,Centro,Entire rental unit,Entire home/apt,1.0,236.0,4.2,True,Floor,5,0.86,0.5,0.84,0.01
351,Centro,Private room in rental unit,Private room,1.0,65.0,2.0,False,Room,2,0.3,0.51,0.89,0.01
352,Carabanchel,Private room in condo,Private room,1.0,35.0,2.0,False,Room,3,0.56,0.36,0.61,0.01
353,Centro,Entire rental unit,Entire home/apt,2.0,250.0,5.0,False,Floor,4,0.67,0.45,0.58,0.01
354,Hortaleza,Private room in rental unit,Private room,1.0,15.0,1.0,False,Room,3,0.42,0.5,0.98,0.0
355,Salamanca,Entire rental unit,Entire home/apt,1.0,93.0,26.8,False,Floor,4,0.77,0.64,0.84,0.07
356,ChamartÃ­n,Entire rental unit,Entire home/apt,1.0,55.0,30.0,False,Floor,5,0.9,0.83,0.89,0.08
357,Salamanca,Entire rental unit,Entire home/apt,1.0,200.0,2.0,False,House,5,0.86,0.93,0.91,0.01
358,Centro,Entire rental unit,Entire home/apt,1.0,122.0,2.0,False,House,4,0.79,0.73,0.92,0.01
359,Centro,Entire rental unit,Entire home/apt,2.0,95.0,6.0,True,House,4,0.75,0.84,0.92,0.02
360,Centro,Entire rental unit,Entire home/apt,1.0,109.0,5.6,True,House,5,0.89,0.67,0.96,0.02
361,Latina,Private room in rental unit,Private room,1.0,20.0,1.0,False,Room,1,0.08,0.92,0.89,0.0
362,Salamanca,Entire serviced apartment,Entire home/apt,1.0,140.0,12.9,False,Room,1,0.02,0.46,0.86,0.04
363,Ciudad Lineal,Entire rental unit,Entire home/apt,3.0,196.0,1.3,False,Floor,2,0.26,0.68,0.87,0.0
364,Centro,Entire rental unit,Entire home/apt,1.0,100.0,5.0,False,House,4,0.75,0.75,0.82,0.01
365,TetuÃ¡n,Private room in rental unit,Private room,1.0,43.0,3.0,False,Room,3,0.42,0.49,0.89,0.01
366,Arganzuela,Entire rental unit,Entire home/apt,3.0,64.0,27.5,False,House,5,0.88,0.36,0.98,0.08
367,Centro,Entire rental unit,Entire home/apt,0.0,60.0,3.0,True,Floor,5,0.92,0.49,0.89,0.01
368,Centro,Entire rental unit,Entire home/apt,1.0,71.0,2.7,False,Floor,4,0.75,0.82,0.95,0.01
369,Centro,Entire rental unit,Entire home/apt,2.0,150.0,4.0,True,House,5,0.95,0.4,0.94,0.01
370,Moncloa - Aravaca,Entire rental unit,Entire home/apt,1.0,100.0,21.0,False,House,5,0.87,0.76,0.79,0.06
371,Carabanchel,Entire rental unit,Entire home/apt,1.0,65.0,7.0,False,Floor,4,0.67,0.71,0.52,0.02
372,Retiro,Private room in rental unit,Private room,1.0,55.0,2.0,False,Room,3,0.44,0.9,0.86,0.01
373,Retiro,Entire rental unit,Entire home/apt,5.0,180.0,4.0,False,House,3,0.55,0.79,0.95,0.01
374,Centro,Entire rental unit,Entire home/apt,1.0,121.0,1.0,True,Floor,3,0.46,0.3,0.85,0.0
375,Centro,Entire rental unit,Entire home/apt,1.0,146.0,20.0,True,House,2,0.3,0.75,0.47,0.05
376,Centro,Entire rental unit,Entire home/apt,1.0,83.0,4.8,True,House,5,0.98,0.39,0.95,0.01
377,Salamanca,Entire rental unit,Entire home/apt,2.0,196.0,12.8,False,House,4,0.61,0.64,0.82,0.04
378,TetuÃ¡n,Private room in rental unit,Private room,1.0,76.0,1.0,False,Room,3,0.57,0.74,0.98,0.0
379,Centro,Entire rental unit,Entire home/apt,1.0,236.0,4.2,True,House,5,0.95,0.81,0.63,0.01
380,Centro,Entire rental unit,Entire home/apt,3.0,245.0,3.0,True,House,4,0.73,0.31,0.87,0.01
381,Arganzuela,Entire rental unit,Entire home/apt,2.0,120.0,4.1,False,Floor,5,0.89,0.7,0.34,0.01
382,Centro,Entire rental unit,Entire home/apt,1.0,224.0,4.0,False,Floor,5,0.93,0.89,0.88,0.01
383,ChamartÃ­n,Entire rental unit,Entire home/apt,2.0,300.0,3.0,False,House,4,0.79,0.5,0.87,0.01
384,Arganzuela,Private room in rental unit,Private room,1.0,37.0,2.0,False,Room,3,0.43,0.48,0.82,0.01
385,Arganzuela,Entire loft,Entire home/apt,0.0,61.0,2.0,False,Floor,5,0.82,0.71,0.37,0.01
386,Centro,Private room in rental unit,Private room,2.0,60.0,5.0,False,Room,4,0.67,0.54,0.91,0.01
387,Centro,Entire rental unit,Entire home/apt,1.0,99.0,4.7,False,House,5,0.83,0.64,0.51,0.01
388,Retiro,Entire rental unit,Entire home/apt,1.0,69.0,13.6,False,Floor,3,0.58,0.83,0.87,0.04
389,Centro,Private room in rental unit,Private room,1.0,42.0,2.1,False,Room,5,0.96,0.58,0.6,0.01
390,TetuÃ¡n,Entire rental unit,Entire home/apt,2.0,82.0,10.0,False,House,4,0.64,0.41,0.89,0.03
391,Puente de Vallecas,Entire rental unit,Entire home/apt,2.0,86.0,70.0,False,Floor,3,0.48,0.55,0.85,0.19
392,Arganzuela,Private room in home,Private room,1.0,73.0,1.0,False,Room,3,0.49,0.46,0.88,0.0
393,Centro,Private room in rental unit,Private room,2.0,112.0,2.0,False,Room,4,0.79,0.44,0.77,0.01
394,Centro,Private room in rental unit,Private room,1.0,169.0,4.4,False,Room,1,0.07,0.38,0.81,0.01
395,Latina,Entire rental unit,Entire home/apt,1.0,100.0,5.0,False,House,4,0.7,0.32,0.99,0.01
396,Carabanchel,Entire rental unit,Entire home/apt,2.0,159.0,3.0,False,House,5,0.91,0.48,0.98,0.01
397,Centro,Entire rental unit,Entire home/apt,0.0,68.0,1.3,False,Floor,4,0.76,0.84,0.96,0.0
398,Centro,Entire rental unit,Entire home/apt,1.0,176.0,4.2,True,House,4,0.77,0.6,0.91,0.01
399,Centro,Entire rental unit,Entire home/apt,0.0,89.0,3.0,False,Floor,4,0.74,0.87,0.99,0.01
400,Moncloa - Aravaca,Private room in condo,Private room,1.0,38.0,2.0,True,Room,3,0.48,0.59,0.92,0.01
401,Centro,Entire rental unit,Entire home/apt,1.0,130.0,2.0,False,House,5,0.85,0.3,0.91,0.01
402,Centro,Entire rental unit,Entire home/apt,2.0,140.0,2.3,False,House,5,0.89,0.89,0.88,0.01
403,Centro,Entire rental unit,Entire home/apt,0.0,69.0,3.0,False,Floor,3,0.52,0.65,0.97,0.01
404,Centro,Entire rental unit,Entire home/apt,0.0,69.0,3.0,False,Floor,5,0.96,0.75,0.83,0.01
405,Centro,Entire rental unit,Entire home/apt,0.0,68.0,3.0,False,House,5,0.99,0.46,0.71,0.01
406,Centro,Entire rental unit,Entire home/apt,0.0,70.0,3.0,False,Floor,4,0.78,0.71,0.88,0.01
407,Centro,Entire rental unit,Entire home/apt,0.0,68.0,3.0,False,Floor,5,0.96,0.71,0.9,0.01
408,Centro,Entire rental unit,Entire home/apt,2.0,210.0,7.9,False,Floor,3,0.58,0.56,0.9,0.02
409,Centro,Entire rental unit,Entire home/apt,4.0,190.0,4.0,False,Floor,5,0.94,0.69,0.95,0.01
410,Salamanca,Entire condo,Entire home/apt,1.0,117.0,27.8,True,House,4,0.79,0.73,0.43,0.08
411,Centro,Entire rental unit,Entire home/apt,1.0,70.0,2.0,False,Floor,5,0.91,0.82,0.83,0.01
412,ChamberÃ­,Entire loft,Entire home/apt,1.0,66.0,1.0,False,Floor,2,0.23,0.75,0.96,0.0
413,TetuÃ¡n,Private room in rental unit,Private room,1.0,35.0,10.0,False,Room,5,0.95,0.63,0.84,0.03
414,Centro,Entire loft,Entire home/apt,0.0,89.0,5.4,False,Floor,1,0.19,0.67,0.95,0.01
415,ChamartÃ­n,Private room in home,Private room,1.0,110.0,3.0,False,Room,2,0.22,0.74,0.94,0.01
416,Centro,Entire rental unit,Entire home/apt,1.0,105.0,3.0,False,Floor,3,0.53,0.32,0.8,0.01
417,Hortaleza,Private room in rental unit,Private room,1.0,36.0,2.0,False,Room,4,0.67,0.59,0.99,0.01
418,Centro,Entire rental unit,Entire home/apt,4.0,237.0,4.3,False,House,2,0.29,0.77,0.86,0.01
419,Centro,Entire rental unit,Entire home/apt,2.0,83.0,27.1,False,House,5,0.98,0.32,0.9,0.07
420,Ciudad Lineal,Private room in rental unit,Private room,1.0,35.0,4.0,False,Room,4,0.67,0.53,0.94,0.01
421,Puente de Vallecas,Entire rental unit,Entire home/apt,2.0,87.0,55.1,False,Floor,1,0.13,0.56,0.54,0.15
422,Centro,Private room in rental unit,Private room,1.0,63.0,2.0,False,Room,1,0.09,0.49,0.99,0.01
423,Moncloa - Aravaca,Entire rental unit,Entire home/apt,3.0,170.0,4.0,False,Floor,2,0.39,0.51,0.75,0.01
424,Latina,Entire rental unit,Entire home/apt,3.0,136.0,4.8,False,House,4,0.68,0.33,0.95,0.01
425,Retiro,Entire rental unit,Entire home/apt,0.0,113.0,3.1,True,Floor,5,0.83,0.42,0.96,0.01
426,Arganzuela,Private room in rental unit,Private room,0.0,75.0,1.0,True,Room,2,0.29,0.39,0.91,0.0
427,Salamanca,Entire rental unit,Entire home/apt,2.0,246.0,2.0,False,House,5,0.89,0.78,0.81,0.01
428,Centro,Private room in home,Private room,1.0,27.0,1.0,True,Room,1,0.18,0.95,0.87,0.0
429,Centro,Private room in home,Private room,1.0,28.0,1.0,True,Room,5,0.87,0.43,0.88,0.0
430,Centro,Entire rental unit,Entire home/apt,1.0,210.0,4.2,True,Floor,5,0.87,0.33,0.7,0.01
431,Centro,Entire rental unit,Entire home/apt,1.0,81.0,2.8,False,House,5,0.89,0.41,0.81,0.01
432,Centro,Entire rental unit,Entire home/apt,1.0,106.0,5.0,False,Floor,5,0.94,0.77,0.63,0.01
433,ChamartÃ­n,Private room in rental unit,Private room,1.0,35.0,5.0,False,Room,5,0.89,0.94,0.39,0.01
434,Centro,Private room in home,Private room,1.0,27.0,1.0,True,Room,1,0.11,0.59,0.93,0.0
435,Centro,Private room in rental unit,Private room,1.0,100.0,1.0,False,Room,2,0.34,0.49,0.88,0.0
436,Centro,Entire loft,Entire home/apt,1.0,78.0,3.0,False,Floor,3,0.42,0.84,0.8,0.01
437,Centro,Entire rental unit,Entire home/apt,1.0,110.0,28.0,False,House,4,0.64,0.65,0.85,0.08
438,Centro,Entire loft,Entire home/apt,1.0,68.0,2.0,True,Floor,5,0.95,0.71,0.81,0.01
439,Ciudad Lineal,Entire condo,Entire home/apt,1.0,140.0,1.9,False,House,4,0.78,0.31,0.9,0.01
440,TetuÃ¡n,Entire rental unit,Entire home/apt,1.0,70.0,2.0,False,House,5,0.97,0.64,0.82,0.01
441,ChamberÃ­,Entire rental unit,Entire home/apt,1.0,51.0,90.0,False,House,2,0.34,0.33,0.86,0.25
442,Centro,Entire rental unit,Entire home/apt,2.0,97.0,5.4,False,Floor,5,1.0,0.38,0.88,0.01
443,Centro,Entire rental unit,Entire home/apt,1.0,91.0,3.0,False,House,2,0.37,0.77,0.99,0.01
444,Centro,Private room in rental unit,Private room,1.0,67.0,2.0,False,Room,2,0.34,0.52,0.88,0.01
445,Centro,Entire rental unit,Entire home/apt,0.0,97.0,2.4,True,Floor,5,0.93,0.76,0.85,0.01
446,Arganzuela,Private room in casa particular,Private room,1.0,43.0,3.0,False,Room,5,0.97,0.42,0.83,0.01
447,Centro,Entire rental unit,Entire home/apt,6.0,497.0,4.2,True,House,4,0.78,0.52,0.74,0.01
448,Centro,Entire rental unit,Entire home/apt,1.0,85.0,4.0,False,Floor,2,0.26,0.42,0.81,0.01
449,ChamberÃ­,Private room in rental unit,Private room,1.0,28.0,10.0,False,Room,4,0.77,0.51,0.96,0.03
450,Centro,Entire rental unit,Entire home/apt,2.0,73.0,1.4,False,Floor,1,0.12,0.83,0.82,0.0
451,Centro,Private room in rental unit,Private room,1.0,50.0,2.0,False,Room,5,0.81,0.47,0.31,0.01
452,Centro,Entire loft,Entire home/apt,1.0,234.0,29.0,True,Floor,5,0.85,0.35,0.84,0.08
453,Centro,Entire rental unit,Entire home/apt,2.0,173.0,3.0,False,House,2,0.36,0.77,0.48,0.01
454,Salamanca,Private room in rental unit,Private room,1.0,38.0,3.0,True,Room,1,0.08,0.8,0.92,0.01
455,Centro,Private room in home,Private room,1.0,48.0,24.4,False,Room,2,0.37,0.34,0.85,0.07
456,Centro,Entire rental unit,Entire home/apt,1.0,135.0,5.0,False,Floor,5,0.92,0.7,0.91,0.01
457,ChamberÃ­,Private room in rental unit,Private room,1.0,24.0,9.9,False,Room,3,0.6,0.35,0.94,0.03
458,TetuÃ¡n,Entire rental unit,Entire home/apt,1.0,122.0,4.0,False,House,5,0.96,0.51,0.61,0.01
459,TetuÃ¡n,Entire condo,Entire home/apt,1.0,122.0,4.0,False,House,4,0.63,0.85,0.64,0.01
460,Centro,Entire rental unit,Entire home/apt,1.0,113.0,3.0,True,Floor,4,0.77,0.51,0.84,0.01
461,Centro,Entire rental unit,Entire home/apt,0.0,94.0,3.0,True,Floor,3,0.54,0.79,0.91,0.01
462,Centro,Entire rental unit,Entire home/apt,2.0,144.0,2.0,True,House,5,0.85,0.75,0.53,0.01
463,Fuencarral - El Pardo,Private room in home,Private room,1.0,20.0,12.9,False,Room,3,0.51,0.5,0.93,0.04
464,Centro,Entire rental unit,Entire home/apt,1.0,152.0,2.0,True,House,4,0.64,0.59,0.88,0.01
465,Retiro,Private room in rental unit,Private room,1.0,60.0,30.0,False,Room,4,0.68,0.55,0.97,0.08
466,Puente de Vallecas,Private room in rental unit,Private room,1.0,47.0,1.0,False,Room,4,0.75,0.3,0.81,0.0
467,Centro,Entire rental unit,Entire home/apt,0.0,94.0,3.0,True,Floor,5,0.9,0.65,0.9,0.01
468,Puente de Vallecas,Private room in rental unit,Private room,1.0,65.0,1.0,False,Room,1,0.14,0.36,0.95,0.0
469,Puente de Vallecas,Private room in rental unit,Private room,1.0,59.0,2.0,False,Room,3,0.58,0.4,0.85,0.01
470,Arganzuela,Entire rental unit,Entire home/apt,0.0,93.0,2.0,False,House,4,0.74,0.39,0.98,0.01
