Unnamed: 0,neighbourhood_group_cleansed,property_type,room_type,bedrooms,price,minimum_nights_avg_ntm,instant_bookable,property_type_group,review_score,review_score_porcent,occupancy_rate,bedroom_occupancy_percent,min_nights_percent_year
5178,San Blas - Canillejas,Entire rental unit,Entire home/apt,1.0,71.0,1.0,True,House,4,0.65,0.76,0.83,0.0
5179,Centro,Entire rental unit,Entire home/apt,1.0,96.0,4.7,True,House,4,0.62,0.81,0.99,0.01
5180,Retiro,Entire rental unit,Entire home/apt,2.0,144.0,33.7,True,House,4,0.8,0.51,0.98,0.09
5181,Arganzuela,Entire rental unit,Entire home/apt,0.0,65.0,3.0,True,House,3,0.58,0.47,0.76,0.01
5182,Centro,Entire rental unit,Entire home/apt,2.0,116.0,1.2,True,Floor,1,0.02,0.6,0.89,0.0
5183,Centro,Entire rental unit,Entire home/apt,1.0,137.0,2.7,False,Floor,5,0.84,0.41,0.59,0.01
5184,Centro,Entire rental unit,Entire home/apt,1.0,70.0,3.0,True,House,1,0.16,0.52,0.83,0.01
5185,Centro,Entire rental unit,Entire home/apt,1.0,80.0,5.0,True,House,5,0.91,0.37,0.84,0.01
5186,TetuÃ¡n,Entire rental unit,Entire home/apt,1.0,151.0,4.5,True,House,1,0.04,0.34,0.9,0.01
5187,Arganzuela,Entire serviced apartment,Entire home/apt,1.0,203.0,1.0,True,Room,3,0.59,0.44,0.94,0.0
5188,Arganzuela,Entire rental unit,Entire home/apt,2.0,152.0,5.7,True,House,5,0.92,0.34,0.89,0.02
5189,Centro,Entire rental unit,Entire home/apt,1.0,104.0,1.3,False,Floor,4,0.61,0.9,0.84,0.0
5190,ChamberÃ­,Entire rental unit,Entire home/apt,2.0,145.0,3.7,False,Floor,5,0.86,0.78,0.98,0.01
5191,Centro,Entire rental unit,Entire home/apt,2.0,134.0,2.3,False,House,4,0.63,0.31,0.86,0.01
5192,VicÃ¡lvaro,Entire rental unit,Entire home/apt,3.0,97.0,2.0,True,Floor,3,0.45,0.77,0.67,0.01
5193,Centro,Private room in hostel,Private room,1.0,141.0,1.5,True,Room,4,0.72,0.95,0.98,0.0
5194,Centro,Private room in hostel,Private room,1.0,121.0,1.5,True,Room,5,0.99,0.34,0.65,0.0
5195,Centro,Private room in hostel,Private room,1.0,116.0,1.6,True,Room,5,0.89,0.35,0.87,0.0
5196,Centro,Private room in hostel,Private room,1.0,116.0,1.6,True,Room,3,0.49,0.56,0.9,0.0
5197,Arganzuela,Entire serviced apartment,Entire home/apt,0.0,192.0,1.0,True,Room,3,0.57,0.54,0.84,0.0
5198,Arganzuela,Entire serviced apartment,Entire home/apt,0.0,160.0,1.0,True,Room,4,0.61,0.68,0.87,0.0
5199,TetuÃ¡n,Entire rental unit,Entire home/apt,1.0,80.0,5.3,True,Floor,4,0.68,0.6,0.43,0.01
5200,Centro,Private room in rental unit,Private room,1.0,32.0,1.3,False,Room,2,0.37,0.88,0.52,0.0
5201,TetuÃ¡n,Entire rental unit,Entire home/apt,1.0,104.0,9.2,False,Floor,3,0.48,0.84,0.99,0.03
5202,Centro,Private room in hostel,Private room,1.0,90.0,1.6,True,Room,2,0.33,0.83,0.86,0.0
5203,Centro,Private room in hostel,Private room,1.0,90.0,1.5,True,Room,3,0.55,0.6,1.0,0.0
5204,Centro,Private room in hostel,Private room,1.0,107.0,1.5,True,Room,2,0.28,0.53,0.8,0.0
5205,Centro,Private room in hostel,Private room,1.0,102.0,1.6,True,Room,1,0.16,0.36,0.98,0.0
5206,Centro,Private room in hostel,Private room,1.0,112.0,1.6,True,Room,1,0.17,0.53,0.9,0.0
5207,Centro,Private room in hostel,Private room,1.0,113.0,1.6,True,Room,5,0.85,0.5,0.89,0.0
5208,Centro,Private room in hostel,Private room,1.0,108.0,1.5,True,Room,1,0.01,0.44,0.96,0.0
5209,Arganzuela,Entire serviced apartment,Entire home/apt,2.0,213.0,1.0,True,Room,1,0.03,0.51,0.95,0.0
5210,Centro,Entire rental unit,Entire home/apt,2.0,121.0,4.1,True,Floor,4,0.73,0.76,0.96,0.01
5211,Salamanca,Entire condo,Entire home/apt,1.0,76.0,2.0,False,House,3,0.49,0.63,0.85,0.01
5212,Fuencarral - El Pardo,Entire vacation home,Entire home/apt,1.0,96.0,6.7,False,House,5,0.91,0.43,0.98,0.02
5213,Latina,Private room in home,Private room,1.0,41.0,2.0,False,Room,5,0.91,0.39,0.89,0.01
5214,Hortaleza,Entire vacation home,Entire home/apt,2.0,161.0,21.0,False,House,4,0.71,0.7,0.94,0.06
5215,Centro,Private room in hostel,Private room,1.0,125.0,1.5,True,Room,3,0.43,0.46,0.83,0.0
5216,Centro,Private room in hostel,Private room,1.0,133.0,1.5,True,Room,3,0.47,0.69,0.31,0.0
5217,Centro,Private room in hostel,Private room,1.0,129.0,1.6,True,Room,1,0.07,0.36,0.94,0.0
5218,Hortaleza,Entire serviced apartment,Entire home/apt,4.0,108.0,2.1,True,Room,2,0.29,0.47,0.99,0.01
5219,TetuÃ¡n,Entire rental unit,Entire home/apt,3.0,197.0,2.0,True,House,2,0.22,0.41,0.67,0.01
5220,Centro,Private room in rental unit,Private room,1.0,41.0,3.0,False,Room,1,0.1,0.89,0.89,0.01
5221,Carabanchel,Entire rental unit,Entire home/apt,1.0,74.0,6.8,True,Floor,4,0.73,0.73,0.86,0.02
5222,Centro,Entire rental unit,Entire home/apt,1.0,118.0,6.4,True,Floor,2,0.37,0.88,0.65,0.02
5223,Arganzuela,Private room in rental unit,Private room,1.0,45.0,1.0,True,Room,1,0.14,0.4,0.85,0.0
5224,Salamanca,Entire rental unit,Entire home/apt,2.0,119.0,33.7,True,Floor,4,0.69,0.88,0.94,0.09
5225,ChamberÃ­,Entire rental unit,Entire home/apt,3.0,126.0,3.7,True,Floor,4,0.69,0.94,0.99,0.01
5226,Centro,Entire rental unit,Entire home/apt,2.0,125.0,4.1,False,House,2,0.33,0.85,0.94,0.01
5227,Centro,Entire rental unit,Entire home/apt,2.0,189.0,6.8,True,House,1,0.13,0.8,0.6,0.02
5228,Salamanca,Entire rental unit,Entire home/apt,1.0,93.0,30.0,False,Floor,3,0.45,0.7,0.39,0.08
5229,Retiro,Private room in rental unit,Private room,1.0,54.0,3.8,True,Room,2,0.39,0.4,0.98,0.01
5230,Centro,Entire rental unit,Entire home/apt,2.0,175.0,4.4,True,Floor,5,0.87,0.77,0.47,0.01
5231,Centro,Entire rental unit,Entire home/apt,2.0,127.0,4.0,False,House,5,0.93,0.91,1.0,0.01
5232,ChamartÃ­n,Entire chalet,Entire home/apt,2.0,85.0,6.0,False,House,4,0.79,0.66,0.81,0.02
5233,Centro,Entire rental unit,Entire home/apt,3.0,268.0,2.0,True,House,4,0.75,0.33,0.9,0.01
5234,Salamanca,Entire rental unit,Entire home/apt,1.0,103.0,4.4,True,Floor,5,0.93,0.86,0.99,0.01
5235,Ciudad Lineal,Entire loft,Entire home/apt,1.0,94.0,2.1,True,Floor,5,0.82,0.78,0.9,0.01
5236,Puente de Vallecas,Private room in rental unit,Private room,1.0,82.0,1.3,False,Room,2,0.39,0.43,0.68,0.0
5237,Centro,Entire rental unit,Entire home/apt,0.0,106.0,3.0,False,House,2,0.31,0.65,0.82,0.01
5238,Centro,Entire rental unit,Entire home/apt,2.0,121.0,4.7,False,House,4,0.77,0.77,0.46,0.01
5239,Centro,Entire rental unit,Entire home/apt,1.0,95.0,33.7,True,House,4,0.74,0.72,0.95,0.09
5240,Centro,Entire rental unit,Entire home/apt,1.0,95.0,33.7,True,Floor,3,0.59,0.72,0.91,0.09
5241,Centro,Entire rental unit,Entire home/apt,2.0,197.0,2.0,True,Floor,4,0.73,0.8,0.96,0.01
5242,Centro,Entire rental unit,Entire home/apt,1.0,129.0,33.7,True,House,3,0.5,0.63,0.93,0.09
5243,Moncloa - Aravaca,Private room in hostel,Private room,1.0,133.0,1.2,True,Room,2,0.34,0.34,0.88,0.0
5244,Arganzuela,Entire rental unit,Entire home/apt,3.0,129.0,6.7,True,House,4,0.62,0.66,0.9,0.02
5245,Centro,Entire rental unit,Entire home/apt,2.0,106.0,4.4,True,Floor,5,0.81,0.64,0.79,0.01
5246,Villaverde,Private room,Private room,1.0,50.0,1.0,False,Room,3,0.46,0.48,0.71,0.0
5247,Latina,Entire rental unit,Entire home/apt,1.0,264.0,1.0,True,House,3,0.52,0.39,0.46,0.0
5248,ChamartÃ­n,Entire rental unit,Entire home/apt,2.0,150.0,36.0,True,House,2,0.27,0.77,0.83,0.1
5249,ChamartÃ­n,Entire rental unit,Entire home/apt,2.0,154.0,30.0,True,Floor,5,0.92,0.79,0.73,0.08
5250,Retiro,Entire rental unit,Entire home/apt,2.0,210.0,33.7,True,Floor,4,0.69,0.43,0.84,0.09
5251,Centro,Entire rental unit,Entire home/apt,1.0,129.0,34.5,True,House,1,0.14,0.46,0.55,0.09
5252,TetuÃ¡n,Entire rental unit,Entire home/apt,1.0,90.0,10.0,False,House,3,0.59,0.75,0.5,0.03
5253,Centro,Entire condo,Entire home/apt,1.0,121.0,3.0,True,House,5,0.97,0.45,0.87,0.01
5254,Retiro,Entire condo,Entire home/apt,1.0,106.0,5.9,False,House,5,1.0,0.7,0.81,0.02
5255,Centro,Entire rental unit,Entire home/apt,1.0,110.0,5.1,True,Floor,5,0.97,0.63,0.46,0.01
5256,Centro,Entire rental unit,Entire home/apt,2.0,151.0,4.8,True,Floor,5,0.92,0.78,0.92,0.01
5257,Centro,Entire rental unit,Entire home/apt,2.0,181.0,25.7,False,House,4,0.63,0.8,0.83,0.07
5258,Centro,Entire condo,Entire home/apt,2.0,169.0,4.0,False,House,4,0.74,0.91,0.48,0.01
5259,Centro,Entire rental unit,Entire home/apt,4.0,218.0,6.8,True,Floor,3,0.58,0.53,0.99,0.02
5260,Arganzuela,Entire rental unit,Entire home/apt,3.0,101.0,3.0,False,Floor,5,0.93,0.55,0.86,0.01
5261,Centro,Entire rental unit,Entire home/apt,1.0,123.0,2.0,False,Floor,4,0.71,0.87,0.89,0.01
5262,Centro,Entire rental unit,Entire home/apt,1.0,107.0,2.0,True,House,2,0.23,0.58,0.85,0.01
5263,Centro,Private room in rental unit,Private room,1.0,61.0,3.0,False,Room,5,0.93,0.56,0.97,0.01
5264,Centro,Private room in rental unit,Private room,1.0,70.0,2.0,False,Room,3,0.47,0.33,0.87,0.01
5265,Centro,Entire rental unit,Entire home/apt,4.0,274.0,1.3,False,Floor,1,0.19,0.34,0.89,0.0
5266,Carabanchel,Private room in rental unit,Private room,1.0,31.0,2.0,False,Room,3,0.55,0.31,0.86,0.01
5267,Arganzuela,Private room in home,Private room,1.0,68.0,2.0,False,Room,5,0.86,0.5,0.7,0.01
5268,Salamanca,Private room in rental unit,Private room,1.0,35.0,7.0,False,Room,5,0.95,0.77,0.91,0.02
5269,Puente de Vallecas,Private room in rental unit,Private room,1.0,25.0,4.0,False,Room,3,0.54,0.77,0.94,0.01
5270,Centro,Entire rental unit,Entire home/apt,2.0,157.0,2.3,True,House,5,0.82,0.71,0.58,0.01
5271,Centro,Private room in home,Private room,1.0,54.0,1.0,True,Room,5,0.82,0.41,0.82,0.0
5272,Hortaleza,Private room in rental unit,Private room,1.0,66.0,1.0,False,Room,5,0.85,0.36,0.98,0.0
5273,Salamanca,Entire rental unit,Entire home/apt,1.0,109.0,2.0,False,House,5,0.84,0.4,0.8,0.01
5274,Arganzuela,Entire rental unit,Entire home/apt,1.0,96.0,2.0,True,House,3,0.6,0.38,0.91,0.01
5275,ChamartÃ­n,Entire rental unit,Entire home/apt,1.0,127.0,34.1,True,House,5,0.94,0.33,0.93,0.09
5276,ChamartÃ­n,Entire rental unit,Entire home/apt,1.0,127.0,37.4,True,Floor,4,0.77,0.62,0.77,0.1
5277,Centro,Entire loft,Entire home/apt,0.0,135.0,2.0,False,Floor,5,0.86,0.35,0.77,0.01
5278,Centro,Entire rental unit,Entire home/apt,3.0,206.0,3.0,False,House,2,0.32,0.73,0.96,0.01
5279,Centro,Entire rental unit,Entire home/apt,1.0,110.0,4.7,False,House,5,0.96,0.71,0.37,0.01
5280,Latina,Entire rental unit,Entire home/apt,1.0,101.0,2.3,False,Floor,5,0.97,0.84,0.72,0.01
5281,Moncloa - Aravaca,Private room in casa particular,Private room,1.0,59.0,15.0,False,Room,3,0.49,0.38,0.81,0.04
5282,Centro,Entire rental unit,Entire home/apt,1.0,137.0,18.5,False,Floor,5,0.82,0.37,0.51,0.05
5283,Centro,Entire rental unit,Entire home/apt,0.0,56.0,30.0,True,Floor,4,0.78,0.37,0.89,0.08
5284,Hortaleza,Entire guest suite,Entire home/apt,1.0,70.0,1.0,False,Floor,3,0.51,0.41,0.84,0.0
5285,Centro,Entire rental unit,Entire home/apt,2.0,125.0,34.5,True,Floor,3,0.57,0.59,0.92,0.09
5286,Centro,Entire rental unit,Entire home/apt,2.0,121.0,1.0,True,House,5,0.99,0.39,0.72,0.0
5287,Ciudad Lineal,Private room in rental unit,Private room,1.0,37.0,2.1,False,Room,3,0.43,0.64,0.61,0.01
5288,Arganzuela,Entire rental unit,Entire home/apt,2.0,103.0,4.7,False,Floor,4,0.66,0.75,1.0,0.01
5289,Usera,Private room in home,Private room,1.0,100.0,2.0,False,Room,4,0.77,0.9,0.99,0.01
5290,Centro,Entire rental unit,Entire home/apt,1.0,70.0,27.4,False,Floor,4,0.72,0.55,0.97,0.08
5291,TetuÃ¡n,Entire condo,Entire home/apt,0.0,93.0,1.1,True,House,4,0.78,0.94,0.61,0.0
5292,Centro,Entire rental unit,Entire home/apt,1.0,146.0,28.0,False,House,5,0.92,0.47,0.91,0.08
5293,Centro,Room in hotel,Private room,0.0,196.0,1.0,True,Room,4,0.77,0.3,0.9,0.0
5294,Hortaleza,Entire condo,Entire home/apt,2.0,111.0,2.0,True,House,5,0.86,0.6,0.87,0.01
5295,Puente de Vallecas,Private room in bed and breakfast,Private room,1.0,36.0,2.0,False,Room,3,0.44,0.47,0.57,0.01
5296,ChamberÃ­,Entire rental unit,Entire home/apt,1.0,112.0,4.6,False,House,5,0.98,0.8,0.91,0.01
5297,Centro,Entire rental unit,Entire home/apt,3.0,304.0,2.3,True,Floor,4,0.65,0.8,0.5,0.01
5298,Centro,Entire rental unit,Entire home/apt,1.0,176.0,2.3,True,Floor,4,0.66,0.91,0.97,0.01
5299,Centro,Entire rental unit,Entire home/apt,1.0,73.0,28.5,True,Floor,2,0.31,0.91,0.8,0.08
5300,Centro,Entire rental unit,Entire home/apt,2.0,205.0,1.9,True,Floor,4,0.62,0.68,0.36,0.01
5301,Puente de Vallecas,Private room in condo,Private room,1.0,29.0,1.0,True,Room,4,0.73,0.38,0.92,0.0
5302,Centro,Room in hotel,Private room,0.0,236.0,1.0,True,Room,4,0.63,0.62,0.82,0.0
5303,ChamberÃ­,Private room in condo,Private room,1.0,55.0,2.0,False,Room,3,0.51,0.39,0.85,0.01
5304,Arganzuela,Private room in rental unit,Private room,1.0,54.0,3.0,False,Room,1,0.17,0.57,0.81,0.01
5305,Hortaleza,Entire townhouse,Entire home/apt,3.0,422.0,3.0,False,House,4,0.62,0.31,0.5,0.01
5306,Carabanchel,Private room in rental unit,Private room,1.0,45.0,1.0,False,Room,5,0.94,0.34,0.87,0.0
5307,Puente de Vallecas,Entire rental unit,Entire home/apt,2.0,72.0,2.0,False,Floor,4,0.76,0.92,0.85,0.01
5308,Fuencarral - El Pardo,Entire rental unit,Entire home/apt,1.0,49.0,2.0,True,Floor,3,0.41,0.71,0.35,0.01
5309,Villaverde,Entire rental unit,Entire home/apt,1.0,103.0,2.0,True,House,3,0.59,0.79,0.6,0.01
5310,Latina,Private room in rental unit,Private room,1.0,41.0,5.0,True,Room,3,0.47,0.51,0.89,0.01
5311,Centro,Entire rental unit,Entire home/apt,2.0,114.0,2.8,True,Floor,4,0.71,0.62,0.93,0.01
5312,Fuencarral - El Pardo,Private room in rental unit,Private room,1.0,40.0,1.0,False,Room,3,0.6,0.38,0.98,0.0
5313,Salamanca,Entire rental unit,Entire home/apt,1.0,90.0,27.6,True,House,4,0.8,0.46,0.85,0.08
5314,ChamberÃ­,Entire rental unit,Entire home/apt,1.0,81.0,1.0,True,House,3,0.5,0.67,0.93,0.0
5315,Ciudad Lineal,Private room in rental unit,Private room,1.0,45.0,1.0,False,Room,3,0.54,0.57,0.84,0.0
5316,Centro,Private room in rental unit,Private room,1.0,95.0,3.0,False,Room,1,0.2,0.34,0.88,0.01
5317,Centro,Entire rental unit,Entire home/apt,1.0,101.0,3.0,True,House,5,0.87,0.38,0.91,0.01
5318,Centro,Private room in rental unit,Private room,0.0,59.0,4.9,True,Room,3,0.43,0.83,0.89,0.01
5319,Centro,Private room in rental unit,Private room,0.0,60.0,4.9,True,Room,3,0.58,0.72,0.84,0.01
5320,Retiro,Entire rental unit,Entire home/apt,3.0,182.0,1.3,True,House,1,0.01,0.58,1.0,0.0
5321,Arganzuela,Private room in rental unit,Private room,1.0,53.0,3.0,False,Room,4,0.77,0.45,0.72,0.01
5322,Hortaleza,Entire rental unit,Entire home/apt,1.0,93.0,2.5,False,House,5,0.98,0.35,0.95,0.01
5323,Puente de Vallecas,Entire rental unit,Entire home/apt,3.0,167.0,3.0,True,Floor,1,0.05,0.86,0.82,0.01
5324,Centro,Private room in rental unit,Private room,1.0,55.0,1.0,True,Room,1,0.14,0.38,0.93,0.0
5325,Puente de Vallecas,Entire townhouse,Entire home/apt,1.0,86.0,2.0,False,House,2,0.37,0.56,0.81,0.01
5326,Centro,Entire rental unit,Entire home/apt,1.0,108.0,4.6,False,House,4,0.69,0.62,0.77,0.01
5327,Usera,Entire rental unit,Entire home/apt,0.0,82.0,4.4,False,House,5,0.93,0.47,0.94,0.01
5328,TetuÃ¡n,Entire rental unit,Entire home/apt,1.0,44.0,1.3,False,House,4,0.66,0.3,0.87,0.0
5329,ChamartÃ­n,Private room in townhouse,Private room,1.0,65.0,15.0,False,Room,3,0.44,0.4,0.88,0.04
5330,Arganzuela,Entire rental unit,Entire home/apt,1.0,123.0,2.0,True,House,5,0.81,0.46,0.69,0.01
5331,Latina,Private room in condo,Private room,1.0,47.0,9.0,False,Room,4,0.72,0.46,0.96,0.02
5332,Carabanchel,Entire condo,Entire home/apt,1.0,62.0,2.0,False,House,3,0.43,0.45,1.0,0.01
5333,Arganzuela,Entire rental unit,Entire home/apt,0.0,91.0,6.8,True,House,2,0.37,0.51,0.66,0.02
5334,Retiro,Private room in home,Private room,1.0,29.0,29.3,False,Room,3,0.51,0.63,0.99,0.08
5335,Centro,Private room in rental unit,Private room,1.0,48.0,2.7,False,Room,4,0.76,0.36,0.83,0.01
5336,Centro,Entire rental unit,Entire home/apt,1.0,65.0,31.0,False,Floor,5,0.86,0.5,0.98,0.08
5337,Hortaleza,Private room in rental unit,Private room,1.0,60.0,2.0,False,Room,4,0.63,0.51,0.86,0.01
5338,Centro,Entire rental unit,Entire home/apt,1.0,92.0,3.0,False,Floor,5,0.92,0.88,0.93,0.01
5339,Centro,Room in hotel,Private room,0.0,166.0,1.0,True,Room,2,0.38,0.84,0.68,0.0
5340,Centro,Entire rental unit,Entire home/apt,1.0,102.0,7.3,True,House,3,0.49,0.79,0.74,0.02
5341,ChamberÃ­,Private room in rental unit,Private room,1.0,25.0,90.0,False,Room,1,0.13,0.61,0.98,0.25
5342,ChamberÃ­,Private room in rental unit,Private room,1.0,25.0,90.0,False,Room,5,0.91,0.52,0.67,0.25
5343,ChamberÃ­,Private room in rental unit,Private room,1.0,19.0,60.0,False,Room,3,0.53,0.86,0.99,0.16
5344,TetuÃ¡n,Entire rental unit,Entire home/apt,2.0,87.0,4.7,True,Floor,4,0.76,0.69,0.4,0.01
5345,San Blas - Canillejas,Private room in home,Private room,1.0,37.0,2.0,False,Room,1,0.02,0.53,0.76,0.01
5346,Centro,Entire rental unit,Entire home/apt,1.0,86.0,2.1,False,House,5,0.95,0.66,0.83,0.01
5347,Puente de Vallecas,Private room in rental unit,Private room,1.0,25.0,4.4,False,Room,4,0.78,0.52,0.84,0.01
5348,Centro,Entire condo,Entire home/apt,2.0,95.0,3.6,False,House,4,0.76,0.63,0.87,0.01
5349,Arganzuela,Private room in rental unit,Private room,1.0,52.0,2.0,False,Room,2,0.39,0.56,0.51,0.01
5350,Arganzuela,Private room in rental unit,Private room,1.0,45.0,2.0,False,Room,5,0.88,0.58,0.92,0.01
5351,Centro,Entire rental unit,Entire home/apt,2.0,215.0,5.0,True,Floor,5,0.9,0.48,0.82,0.01
5352,Latina,Private room in condo,Private room,1.0,34.0,1.0,False,Room,4,0.75,0.51,0.82,0.0
5353,ChamartÃ­n,Entire rental unit,Entire home/apt,3.0,96.0,2.0,False,House,4,0.65,0.3,0.4,0.01
5354,TetuÃ¡n,Entire rental unit,Entire home/apt,2.0,80.0,2.0,False,House,5,0.85,0.37,0.72,0.01
5355,ChamartÃ­n,Entire rental unit,Entire home/apt,1.0,114.0,3.1,False,Floor,5,0.89,0.9,0.89,0.01
5356,Centro,Private room in rental unit,Private room,1.0,40.0,3.0,True,Room,3,0.51,0.77,0.92,0.01
5357,ChamartÃ­n,Private room in home,Private room,1.0,65.0,4.0,True,Room,3,0.55,0.83,0.98,0.01
5358,Centro,Entire serviced apartment,Entire home/apt,2.0,186.0,4.0,False,Room,3,0.47,0.64,0.82,0.01
5359,Centro,Entire rental unit,Entire home/apt,1.0,106.0,1.0,True,House,5,0.9,0.39,0.96,0.0
5360,Centro,Entire rental unit,Entire home/apt,2.0,123.0,1.0,True,Floor,5,0.87,0.93,0.81,0.0
5361,Centro,Entire loft,Entire home/apt,1.0,155.0,4.2,True,Floor,2,0.27,0.7,0.52,0.01
5362,Centro,Entire rental unit,Entire home/apt,3.0,211.0,1.0,False,Floor,3,0.42,0.48,0.89,0.0
5363,Centro,Entire rental unit,Entire home/apt,2.0,181.0,1.0,True,Floor,5,0.96,0.55,0.82,0.0
5364,Centro,Entire rental unit,Entire home/apt,1.0,140.0,1.0,True,House,5,0.93,0.46,0.76,0.0
5365,Centro,Entire rental unit,Entire home/apt,1.0,174.0,1.0,True,Floor,5,0.93,0.88,0.89,0.0
5366,Centro,Entire rental unit,Entire home/apt,2.0,209.0,1.0,True,Floor,4,0.7,0.51,0.51,0.0
5367,TetuÃ¡n,Entire rental unit,Entire home/apt,2.0,83.0,3.7,True,House,5,0.94,0.5,0.52,0.01
5368,ChamartÃ­n,Entire rental unit,Entire home/apt,2.0,150.0,4.7,False,House,5,0.85,0.63,0.91,0.01
5369,Salamanca,Entire rental unit,Entire home/apt,1.0,140.0,6.9,True,Floor,4,0.69,0.67,0.98,0.02
5370,Ciudad Lineal,Entire rental unit,Entire home/apt,1.0,84.0,6.4,True,House,2,0.22,0.41,0.95,0.02
5371,Ciudad Lineal,Entire rental unit,Entire home/apt,1.0,87.0,6.8,True,House,5,0.82,0.53,0.82,0.02
5372,Puente de Vallecas,Private room in rental unit,Private room,1.0,25.0,4.0,False,Room,1,0.01,0.53,0.94,0.01
5373,Centro,Private room in rental unit,Private room,1.0,55.0,3.0,False,Room,3,0.49,0.36,0.82,0.01
5374,Salamanca,Entire rental unit,Entire home/apt,3.0,182.0,33.7,True,Floor,5,0.99,0.69,0.89,0.09
5375,Puente de Vallecas,Entire rental unit,Entire home/apt,2.0,86.0,2.0,False,Floor,5,0.83,0.89,0.9,0.01
5376,Centro,Entire rental unit,Entire home/apt,2.0,157.0,3.1,False,Floor,4,0.74,0.63,0.92,0.01
5377,Ciudad Lineal,Private room in rental unit,Private room,1.0,36.0,6.9,False,Room,4,0.63,0.71,0.94,0.02
5378,Salamanca,Entire vacation home,Entire home/apt,1.0,107.0,3.0,False,House,3,0.55,0.78,0.82,0.01
5379,Retiro,Entire rental unit,Entire home/apt,1.0,73.0,3.0,True,Floor,5,0.99,0.93,0.85,0.01
5380,Retiro,Private room in rental unit,Private room,1.0,43.0,2.0,False,Room,2,0.33,0.42,0.76,0.01
5381,Centro,Entire rental unit,Entire home/apt,1.0,102.0,2.0,False,Floor,5,0.83,0.88,0.92,0.01
5382,Arganzuela,Entire rental unit,Entire home/apt,1.0,99.0,4.6,True,House,5,0.98,0.39,0.94,0.01
5383,Salamanca,Entire rental unit,Entire home/apt,1.0,73.0,28.0,False,Floor,3,0.48,0.63,0.7,0.08
5384,TetuÃ¡n,Entire rental unit,Entire home/apt,3.0,97.0,32.0,True,Floor,4,0.67,0.73,0.44,0.09
5385,Retiro,Private room in rental unit,Private room,1.0,90.0,2.0,True,Room,4,0.63,0.34,0.88,0.01
5386,Puente de Vallecas,Private room in home,Private room,1.0,40.0,2.0,False,Room,1,0.11,0.5,0.86,0.01
5387,Centro,Private room in casa particular,Private room,1.0,50.0,8.0,False,Room,2,0.28,0.72,0.92,0.02
5388,Centro,Entire rental unit,Entire home/apt,1.0,74.0,8.4,True,House,4,0.77,0.64,0.87,0.02
5389,Puente de Vallecas,Private room in condo,Private room,1.0,30.0,1.0,True,Room,5,0.81,0.73,1.0,0.0
5390,Centro,Entire rental unit,Entire home/apt,2.0,149.0,6.9,False,House,4,0.66,0.71,0.51,0.02
5391,Retiro,Entire rental unit,Entire home/apt,2.0,169.0,2.0,False,House,3,0.58,0.7,0.84,0.01
5392,Moncloa - Aravaca,Private room in rental unit,Private room,1.0,40.0,1.0,False,Room,5,0.88,0.85,0.97,0.0
5393,Centro,Entire rental unit,Entire home/apt,1.0,119.0,2.1,True,House,4,0.76,0.37,0.66,0.01
5394,Retiro,Entire rental unit,Entire home/apt,2.0,158.0,4.7,False,House,4,0.78,0.43,0.34,0.01
5395,Centro,Private room in rental unit,Private room,1.0,146.0,1.0,False,Room,3,0.52,0.74,0.85,0.0
5396,Centro,Entire serviced apartment,Entire home/apt,3.0,295.0,5.3,True,Room,3,0.55,0.51,0.58,0.01
5397,Latina,Private room in rental unit,Private room,1.0,35.0,1.0,False,Room,3,0.53,0.7,0.93,0.0
5398,Centro,Entire rental unit,Entire home/apt,5.0,248.0,2.0,False,Floor,5,0.89,0.45,0.9,0.01
5399,Carabanchel,Entire condo,Entire home/apt,1.0,52.0,15.0,False,House,1,0.02,0.6,0.72,0.04
5400,Retiro,Entire rental unit,Entire home/apt,1.0,118.0,6.8,True,House,4,0.63,0.35,0.92,0.02
5401,Centro,Private room in rental unit,Private room,1.0,69.0,1.0,False,Room,2,0.33,0.52,0.84,0.0
5402,Centro,Entire condo,Entire home/apt,1.0,103.0,2.0,False,House,3,0.48,0.38,0.99,0.01
5403,Arganzuela,Entire rental unit,Entire home/apt,2.0,83.0,5.3,True,House,2,0.26,0.51,0.91,0.01
5404,Centro,Entire rental unit,Entire home/apt,2.0,123.0,33.7,True,House,4,0.78,0.54,0.89,0.09
5405,Retiro,Entire rental unit,Entire home/apt,2.0,91.0,33.7,True,Floor,5,0.93,0.78,0.83,0.09
5406,Hortaleza,Entire rental unit,Entire home/apt,1.0,79.0,2.1,False,House,3,0.57,0.69,0.91,0.01
5407,Ciudad Lineal,Entire rental unit,Entire home/apt,3.0,180.0,2.0,False,Floor,3,0.43,0.59,0.97,0.01
5408,Centro,Entire rental unit,Entire home/apt,2.0,136.0,33.7,True,House,3,0.45,0.5,0.92,0.09
5409,ChamberÃ­,Entire rental unit,Entire home/apt,2.0,147.0,33.7,True,Floor,5,0.87,0.72,0.91,0.09
5410,Carabanchel,Private room in rental unit,Private room,1.0,26.0,1.0,False,Room,2,0.34,0.37,0.35,0.0
5411,Villaverde,Entire condo,Entire home/apt,2.0,99.0,1.0,False,House,5,0.96,0.76,0.78,0.0
5412,Salamanca,Entire rental unit,Entire home/apt,1.0,164.0,2.7,False,House,3,0.51,0.37,0.82,0.01
5413,ChamberÃ­,Entire rental unit,Entire home/apt,1.0,122.0,33.7,True,Floor,3,0.55,0.94,0.82,0.09
